,NO,song,group,lyrics
36,40,Not_Today,BTS,rm underdogs world day may come lose today today fight suga rm today day flowers wither today todays day today early die good day jhope today jhope today rm yeah extra still part world part world extra plus ordinary thats even special special today well never die light pierce darkness want new world oh baby yes want jungkook cant fly run v today survive jungkook cant run walk v today survive jimin cant walk crawl even crawl gear jungkook point aim shoot v today today jhope hey crowtits everyone hands hey friends hands hey trust hands jungkook v adlibs point aim shoot wont die dont ask scream today dont kneel wont cry hands today hey today hey today hey today point aim shoot rm hot success doublin hot somersaulting charts high trampoline high someone stop us jhope suga adlibs couldnt fail believed say yeah say yeah today yeah day yeah wont die today yeah jin trust next v together wont die jin trust next v together wont die jimin believe word together believe bangtan jungkook point aim shoot v today today suga hey crowtits everyone hands hey friends hands hey trust hands jungkook v adlibs point aim shoot wont die dont ask scream today dont kneel wont cry hands today hey today hey today hey today point aim shoot rm throw throw v throw away fear eyes rm break break jungkook break glass ceiling traps rm turn turn burn burn jungkook till day victory rm fight dont kneel dont break jimin jungkook thats today v today today rm hey crowtits everyone hands hey friends hands hey trust hands jungkook v adlibs point aim shoot wont die dont ask scream today dont kneel wont cry hands today hey today hey today hey today point aim shoot
37,41,Black_Swan,BTS,jimin thang thang thang thang whats thang whats thang tell tell yeah yeah yeah yeah suga jungkook ayy heart longer races hearing music play tryna pull seems like time stopped oh would first death always afraid rm longer resonate longer make heart vibrate like may die first death moments right right v heartbeat pulsing slow ears bump bump bump try flee back maw jump jump jump jimin song affects anymore crying silent cry v jungkook jin jimin ocean light silenced shut yeah yeah yeah wandering feet held rut yeah yeah yeah every noise sounds cut yeah yeah yeah killin killin hear yeah sinking slowly like trance nah nah nah struggle ocean floor nah nah every moment becomes eternity yeah yeah yeah film film hear yeah jimin thang thang thang thang whats thang whats thang tell tell yeah yeah yeah yeah jhope deeper yeah think im goin deeper keep losing focus let go let feet carry ill go deepest depths saw suga slowly open eyes im workroom studio waves go darkly throe ill never get dragged away inside saw jungkook heartbeat racing ears bump bump bump eyes wide open forest jump jump jump jin nothing devour shout ferocity jimin jungkook jin v ocean light silenced shut jin yeah yeah yeah wandering feet held rut jin yeah yeah yeah every noise sounds cut jin yeah yeah yeah v jungkook jin jimin killin killin jin v jungkook jimin hear yeah jin v jimin jungkook sinking slowly like trance jimin nah nah nah struggle ocean floor jimin nah nah every moment becomes eternity yeah yeah yeah v jungkook jin jimin film film hear yeah jin thang thang thang thang whats thang whats thang tell tell yeah yeah yeah yeah
38,42,Best_Of_Me,BTS,jimin say love feels like im walking across sky tell forever one time jungkook say love need words youll never change one time jin youre everything world harder hurts hold tight v shared something cant make nothing hope dont forget youre jin day day summer winter v even dont know jungkook got best got best jhope please dont leave jungkook got best rm havent seen end either theres thing wouldnt wanted warm wave didnt know youre ocean im speaking language im breathing breath ill hold im kissing sword suga take hand right cant believe words said thousands times dont leave got best got best whether dream reality important fact youre side thanks v day day summer winter jin even dont know jimin got best got best jhope please dont leave jimin got best youre salvation youre shield need jungkook got best jimin need jhope please dont leave jungkook got best jimin raining snowing unhappiness stopped brought heaven jungkook dont speak easily without theres youre best best jhope give assurance thats want even rules laws love exist got best got best one knows know greatest master jungkook jimin got best got best jhope please dont leave jungkook jimin got best jungkook youre salvation youre shield need jungkook jimin got best jungkook need jhope please dont leave jungkook got best jimin say love feels like im walking across sky tell forever one time jungkook say love need words youll never change one time
39,43,Filter,BTS,jimin uninterested face bored tip toes please look putu2005youru2005phone dontu2005even think turning headu2005away let know type pick choose yeah oh cover eyes hands oh get closer secret ill take whole new world yeah open eyes go mix pallete pick filter want one change world im filter overlay heart okay feel still enough yes girl chance genie bout aladdin ill anything pick choose yeah oh embrace like dreams oh covert spec everyday ill new fun something stay time mix pallete pick filter want change world im filter overlay heart look suddenly turned child look crazier get cute overcoming different tastes standards youll wanting yeah one made im brand new filter youve never seen leave see thrilling things pick filter contain pick filter contain im filter leave
40,45,Awake,BTS,jin believe want try holding want remain want dream even im saying time leave yeah truth truth covered wounds fate fate still want struggle fight maybe never fly cant fly like flower petals though wings maybe cant touch sky still want stretch hand want run bit im walking walking among darkness happy times asked question really okay asked oh replied im afraid still hold 6 flowers tightly hands im walking said oh fate fate still want struggle fight maybe never fly cant fly like flower petals though wings maybe cant touch sky still want stretch hand want run bit wide awake wide awake wide awake dont cry wide awake wide awake wide awake lie wide awake wide awake wide awake dont cry wide awake wide awake wide awake lie maybe never fly cant fly like flower petals though wings maybe cant touch sky still want stretch hand want run bit
41,46,Epilogue:_Young_Forever,BTS,rm curtain falls im breath get mixed feelings breathe make mistakes today audience seem im happy ive become make someone scream joy still excited performance stand middle empty stage still hot suga stand middle hot empty stage suddenly feel afraid void mixed feelings life line pretend careless isnt first time better get used try hide cant heat show cools leave empty seats behind jhope trying comfort tell world cant perfect start let go thundering applause cant forever tell shameless raise voice higher even attention isnt forever ill keep singing want stay way life want stay young forever jungkook aah forever young flower petals raining v run lost maze v forever young jin even fall hurt keep running toward dream jungkook forever ever ever ever suga dreams hopes forward forward v forever ever ever ever young jimin forever ever ever ever dreams hopes forward forward rm forever ever ever ever young jungkook forever young jimin flower petals raining run lost maze v forever young jin even fall hurt keep running toward dream bts forever young flower petals raining run lost maze forever young even fall hurt keep running toward dream
42,47,Pied_Piper,BTS,jungkook bad better know inside cant stop cant stop honest rm stop stop watching study test parents director hate video clips pictures tweets v app bon voyage know cant help like stop interpret music video later many pictures room anyway one hour whole year thatll disappear song award im giving good jin youre punished v come im paradise jin cant close eyes v cant close eyes jin throw fit use v dont reject jin close eyes tune ears jimin follow sound pipe follow song bit dangerous im sweet jungkook im save im ruin called see im sweet follow sound pipe im takin im takin v know already started moment hear sound suga maybe im bit dangerous like pied piper im testing like fruit tree good evil jhope pipe awakens everything sound burns even youre pulled react im endlessly blowing im guilty pleasure cant escape never jimin youre punished jungkook come im paradise jimin cant close eyes jungkook cant close eyes jimin throw fit use jungkook dont reject jimin close eyes tune ears jin follow sound pipe follow song bit dangerous im sweet v im save im ruin called see im sweet jungkook yeah im bit dangerous cant even handle dont worry hands theyre warm jimin im ruining right please forgive cant live without know jungkook im takin im takin
43,48,Telepathy,BTS,every time day happiest meet every time even different everyday life youre special person everythings fine wont pain lately dont know feel like im floating thanks lot time im writing song like song yeah song yeah song lets go blue sea blue sea used play worries useless let go lets fun together remembering together small island middle blue sea even though far away hearts still even youre side yeah even im side yeah know together every time day happiest meet every time even different everyday life youre special person wake morning like wild grass check like mirror youre one eyes another heavy bruise mirfak stroll around think star allowing distance oh bibilly hills like baby fast little dangerous slow little boring fast even slow lets go speed pretty long fun roller coaster even though far away hearts still even youre side yeah even im side yeah know together every time day happiest meet every time even different everyday life youre special person
45,50,Paradise,BTS,jungkook marathon marathon lifes long take slow 42195 end filled paradise dreams jimin real world different whats promised need run need step shoot flare dont destination theres sceneries breath comes chin jungkook need need v alright stop theres need run without even knowing reason jungkook alright dream moments feel happiness jin alright stop dont run without even knowing destination jimin alright dream breaths breathe already paradise rm borrow dreams others like debt learn need become great like light dream actually burden future dream dream last night bed alright name dream different buying laptop next month eating sleeping anything still lot money says dream must something grand become anybody deserve life whatever big small jimin real world different whats promised need run need step shoot flare dont destination theres sceneries breath comes chin jungkook need need jungkook alright stop theres need run without even knowing reason jin alright dream moments feel happiness v alright stop dont run without even knowing destination jimin alright dream breaths breathe already paradise suga dont dream dream sometimes scary live like survive like small dream dream grasp dream breathe sometimes much handle saying persons living like persons living like worlds swearing jhope yeah world doesnt right swear way dream dream since never taught us made dream sleeptalk tears waking nightmare lets try smile everyday paradise v alright stop dont run without even knowing destination jungkook alright dream breaths breathe already paradise jungkook stop runnin nothin friend stop foolish race stop runnin nothin friend breaths breathe already paradise stop runnin nothin friend dont need something like dream everyone dreams stop runnin nothin friend every language makes already paradise
46,1,SNEAKERS,ITZY,yeah yeah let go like feeling freedom like hesitation already done done sin prejudice fault woah told ya care go way need order need guidance makin way way run top whenever straight originally afraid anything okay call trouble call weirdo want proud attitude everything put sneakers one two ready get set go put sneakers put em put em put sneakers one two ready get set go let go far away ya ya put em put em moment waited stand stand heart beating fast stop stop get loose burn youth party started even start word stuck onto best yet come okay call trouble call weirdo want proud attitude everything put sneakers one two ready get set go put sneakers put em put em put sneakers one two ready get set go let go far away ya ya put em put em want freely run people gaze care know go start right yeah alright stop top worry cuz know put sneakers okay call trouble call weirdo want proud attitude everything better put sneakers put sneakers one two ready get set go put sneakers put em put em put sneakers one two ready get set go let go far away ya ya put em put em want freely run people gaze care know go start right yeah alright stop top let walk together put em put em
47,2,DALLA_DALLA,ITZY,may contain mistakes translation itzy announces emergence music scene title song dalla dalla first digital single album itz different effectively expresses groups identity title song dalla dalla new fusion groove track breaks existing kpop format creating unique combination five members special personalities edm house hiphop genres taken one song contents respect love center world aim tastes personalities era search reason meaning existence sound message satisfies tin crush girl crush charms expected public poem tabber kor poem ddaddaladdaladdala look tell 외모만 보고 내가 날라리 같대요 신경 안 써 im sorry dont care dont care really dont care 따위에 목매지 않아 세상엔 재밌는 게 더 많아 말해 철들려면 멀었대 sorry sorry 생각 없어요 nope 하고 매력은 없는 애들과 난 달라 달라 달라 ddala 기준에 날 맞추려 하지 마 난 지금 내가 좋아 나는 나야 ddala ddala love 뭔가 달라 달라 yeah love 뭔가 달라 달라 yeah 너랑 달라 달라 yeah bad im sorry im bad im way 신경 쓰고 살긴 아까워 하고 싶은 일 하기도 바빠 life 내 맘대로 살 거야 말리지 마 특별하니까 yeah 시선 중요치 않아 내 style이 좋아 그게 나니까 말해 내가 너무 당돌하대 sorry sorry 생각 없어요 nope 하고 매력은 없는 애들과 난 달라 달라 달라 ddala 기준에 날 맞추려 하지 마 난 지금 내가 좋아 나는 나야 ddala ddala dont care people say 나는 내가 알아 talking 기죽지 마 절대로 들고 니 꿈을 쫓아 keep dreaming chin got back keep head keep dreaming keep chin got back keep head keep dreaming 하고 매력은 없는 애들과 난 달라 달라 달라 ddala 기준에 날 맞추려 하지 마 난 지금 내가 좋아 나는 나야 ddala ddala love 뭔가 달라 달라 yeah love 뭔가 달라 달라 yeah 너랑 달라 달라 yeah poem rom poemcolorlyricsitzyddaddaladdaladdala ddaddaladdaladdala look tell wemoman bogo naega nallari gattaeyo shingyeong sseo im sorry dont care dont care really dont care ttawie mongmaeji ana sesangen jaeminneun ge deo mana malhae cheoldeullyeomyeon meoreottae sorry sorry saenggak eopseoyo nope hago maeryeogeun eomneun aedeulgwa nan dalla dalla dalla ddala gijune nal matchuryeo haji nan jigeum naega joa naneun naya ddala ddala love mweonga dalla dalla yeah love mweonga dalla dalla yeah neorang dalla dalla yeah bad im sorry im bad im way shingyeong sseugo salgin akkaweo hago shipeun il hagido bappa life nae mamdaero sal geoya malliji teukbyeolhanikka yeah shiseon jungyochi ana nae stylei joa geuge nanikka malhae naega neomu dangdolhadae sorry sorry saenggak eopseoyo nope hago maeryeogeun eomneun aedeulgwa nan dalla dalla dalla ddala gijune nal matchuryeo haji nan jigeum naega joa naneun naya ddala ddala dont care people say naneun naega ara talking gijukji jeolttaero deulgo ni kkumeul jjocha keep dreaming chin got back keep head keep dreaming keep chin got back keep head keep dreaming hago maeryeogeun eomneun aedeulgwa nan dalla dalla dalla ddala gijune nal matchuryeo haji nan jigeum naega joa naneun naya ddala ddala love mweonga dalla dalla yeah love mweonga dalla dalla yeah neorang dalla dalla yeah poem eng poemcolorlyricsitzyddaddaladdaladdala ddaddaladdaladdala look tell look looks alone say im punk dont care im sorry dont care dont care really dont care dont care love theres much fun world tell still long way become mature sorry sorry dont want mature nope pretty attractive im different kids different measure standards alone love im nobody else different love different yeah love different yeah different yeah bad im sorry im bad im way little time care others think im busy want life live way dont care im special yeah dont care others think like style cause thats tell im daring sorry sorry dont want change nope pretty attractive im different kids different measure standards alone love im nobody else yricsyunaim different care people say know talking keep head head go dreams keep dreaming chin got back keep head keep dreaming keep chin got back keep head keep dreaming pretty attractive im different kids different measure standards alone love im nobody else different love different yeah love different yeah different yeah
48,3,WANNABE,ITZY,nagging stop got whatever please wan na leave alone whether live normal life lives cause life bad bad rather selfish hundred times better pretending nice getting hurt way interfere might say mind business matter say want wan na anything perfect wan na lia all wan na somebody lia all wan na wan na yj all wan na somebody yj all wan na action errbody errbody errbody teachin eyes dishing something touch ah yeah yeah yeah yeah yeah takes care mma thang thang cuz one amp people love talk others la la la care much others lives la la la hey sorry could leave alone none business business matter say want wan na anything perfect wan na matter love hate wan na one feel turn beat wan na matter say want wan na anything perfect wan na lia all wan na somebody lia all wan na wan na yj all wan na somebody yj all wan na wan na
49,4,LOCO,ITZY,loco shall say understand means go crazy gettin loco loco oh gosh like sweet poison gettin loco loco room exit covered mirrors simplify saying feel like born love ya like kitty looking oasis circling around eyes blinded yellow yj rj turn dark heart hand late want bad want know already blind wan na go till end make go half crazy got like craycraycrazy love make crazily go amp got like craycraycrazy love getting outta control gettin loco loco gettin loco loco want even give crazy heart ok even go heaven back one day push towards edge cliff dangerous dangerous uhoh even ruin make choice believe like kitty looking oasis eyeing spot next forgotten break wan na go till end make go half crazy got like craycraycrazy love make crazily go amp got like craycraycrazy love getting outta control gettin locolococo gettin locolococoohohoh gettin locolococo gettin locolococoohohoh make go half crazy got like craycraycrazy love make crazily go amp got like craycraycrazy love getting outta control gettin loco loco gettin loco loco
50,5,In_the_morning,ITZY,shhhhhhh guess loves show time yet closer little bit closer 180 mma steal steal heart gon na love type shows teeth time even make eye contact shake sin love culprit never know baby confused confused confused gon na mine end finally finally time choose nighttime already mafia mafia ya ya like mafia ring ding ding ding ding ding mafia mafia ya ya like mafia daytime last night even know mafia day bright even know mafia acts better actress fox tricks wolf see clue planned go stop hesitating time operation stealing stealing stealing heart like caper movie show poker face occupy head place hurry baby catch haha baby confused confused confused gon na mine end finally finally time choose nighttime already mafia mafia ya ya like mafia ring ding ding ding ding ding mafia mafia ya ya like mafia mafia deep last night baby night passes next inevitable morning comes hahaha mafia mafia ya ya like mafia ring ding ding ding ding ding mafia mafia ya ya like mafia daytime last night even know mafia day bright even know mafia
51,6,Boys_Like_You,ITZY,ha calling saying sorry already told re done nt get nt forget re one tried get friends end end end end well must going crazy thinking ll back m sorry cause re crying like baby look like mommy take look mirror u wonder u lost got ta sit shut boy gon na diss boy m pissed boy gon na miss boy dismissed cuz nt fall boys like nt fall nt fall boys like nt fall boy wan na date boy outta date yeah boy wan na boy outta way cuz nt fall boys like nt fall nt fall boys like nt fall see sweet little lies every excuse start every fight blame one red flag m gone already onto next next next well must going crazy thinking ll back m sorry cause re crying like baby look like mommy take look mirror wonder lost got ta sit shut boy gon na diss boy m pissed boy gon na miss boy dismissed cuz nt fall boys like nt fall nt fall boys like nt fall boy wan na date boy outta date yeah boy wan na boy outta way cuz nt fall boys like nt fall nt fall boys like nt fall raise voice know choice nt care raise voice know choice nt care turn around walk away made bed got ta lay get outta way boy gon na diss boy m pissed boy gon na miss boy dismissed cuz nt fall boys like nt fall cuz nt fall boys like nt fall boy wan na date boy outta date yeah boy wan na boy outta way cuz nt fall boys like nt fall cuz nt fall boys like nt fall raise voice know choice nt care raise voice know choice nt care oh
52,7,ICY,ITZY,hey hey hey yass whoo beep beep hey hey hey hey hey hey see icy go rising see icy though seem cold care think cool oh come confidence let go go marching streets roll background music bomb bomb bomb bomb icy fire dream inside confident look liar want put box dance everybody blah blah talks lot nt care yall keep blah blah keep talkin keep walkin everybody blah blah talks lot nt care yall keep blah blah keep talkin keep walkin ring ring ring ring day long everyone busy looking song favorite song know well end like hey tastes like thin ice bling bling bling shines like starlights icy uhh shout mama thank papa got good stuff tadadadadada confidence let go go marching streets roll background music bomb bomb bomb bomb icy fire dream inside confident look liar want put box everybody blah blah talks lot nt care yall keep blah blah keep talkin keep walkin everybody blah blah talks lot nt care yall keep blah blah keep talkin keep walkin get hey shake hey yeah come girls faster faster run faster care say know answer ye lia ok dan dan dan dance go relentlessly ever stop one stop us blah blah talks lot nt care yall keep blah blah keep talkin keep walkin everybody blah blah talks lot nt care yall keep blah blah keep talkin keep walkin yeah see icy see icy see icy see icy
53,8,Not_Shy,ITZY,shy itzy want yeah shy say quick quick say want make mine pointless hesitate time passes anyway yeah gon na say cuz like cuz like like wait waiting say mind yeah go snap snap shy say want hey hey great pair great pair know thinking think right yeah yeah feel feel like free feel feel tell everything cuz shy shy itzy want shy shy give shy itzy want shy shy want cares cuz shy need answer quick quick mine anyway woo got ta watch yeah like cuz like cuz like like hate empty delete everything else one yeah delete shy say want hey hey great pair great pair know thinking think right yeah yeah feel feel like free feel feel tell everything cuz shy shy itzy want shy shy give shy itzy want shy shy want cares cuz shy want regret care ends go go go pour got yes whatever fine matter goes things work except ones let yeah whatever want let beat drop shy itzy want shy shy want cares cuz shy shy itzy want shy shy give shy itzy want shy shy want cares cuz shy shy
54,9,Twenty,ITZY,ey twenty let show ya wan na twenty got number morning air fresh uh although sight facing me is first digit age changing twenty bucket list scribbled class long enough completely cover page fifth item hidden ambiguously among others soon clock strikes midnight like waited like party clear champagne even taste good innocent know depth want fake pretend adult like clumsy right twenty anything moment waiting heart racing sound effect twenty twenty responsibility heavy freedom sweet hey feels like world mine twenty twenty twenty ooh ooh twenty twenty ooh twenty twenty ooh ooh twenty twenty die try everything age possibility twenty twenty twenty ooh ooh twenty twenty nothing exciting get labelled love love shall close eyes try really want though love love love nope yeah twenty dreams big thing compromises okay gon na make become go experiences help grow level twenty anything moment waiting heart racing sound effect twenty twenty responsibility heavy freedom sweet hey feels like world mine twenty twenty twenty ooh ooh twenty twenty ooh twenty twenty ooh ooh twenty twenty die try everything age possibility twenty twenty twenty ooh ooh twenty twenty itzy brave know even less hesitant dream infinitely make something crazy crazy feeling making hot better things overflow youth even higher make something crazy crazy twenty twenty twenty ooh ooh twenty twenty ooh twenty twenty ooh ooh twenty twenty watch different age getting done twenty twenty twenty ooh ooh twenty twenty
55,10,Sorry_Not_Sorry,ITZY,sorry sorry sorry sorry shows even staying still say greedy know copy others hate boring things every time differently ah much show ah trust follow alright lift head high like blow mind blow blow mind show ready want ready feel feel hesitate follow uh make make hot follow fly high without hesitating make high itz y listen everyone shouts name higher higher sorry never stop know stop sorry mma make mine itz y listen people look us go crazy higher higher look look different vibe born style satisfied satisfied uh uh uh uh uh go high ah ah ah ah go high ah day night short ah day different every moment alright lift head high like blow mind blow blow mind show ready want ready feel feel hesitate follow uh make make hot follow fly high without hesitating make high itz y listen everyone shouts name higher higher sorry never stop know stop sorry mma make mine itz y listen people look us go crazy higher higher wan na make itzy limit nobody nobody nobody stop wan na make itzy limit nobody nobody nobody stop wan na make itzy limit nobody nobody nobody stop nobody nobody nobody stop gon na make gon na make stop uh lia ryu sorry sorry lia ryu sorry sorry lia ryu ears hurt people saying jealous chae yuna whatever people say boring stuff chae yuna go higher higher make make hot follow fly high without hesitating make high itz y listen everyone shouts name higher higher people look us go crazy go higher
56,1,Nxde,(G)-IDLE,think bout nude cause view rude think outside box like hello name yeppi yeppi slightly dumb way talk got sexy sexy figure well tiara diamond think laugh laugh twisted lorelei need man bookworm obsessed philosophy selfmade woman flabbergasted sassy story audience booing shouting tricked liar ah undressed movie star ah night broken starlight even look tacky fall apart even loved anymore yes nude nude ddaddalatddara yes nude nude give love baby look look put beautiful self ddaddalatddara baby look look put beautiful self ddaddalatddara ouch excusezmoi sitting expecting rated r show oh sorry showing refund see direction whatever people say interest welcome throw popcorns rating inverse bliss climax feel sick prejudice made ah undressed movie star ah shameless night even look tacky perhaps even loved anymore yes nude nude ddaddalatddara yes nude nude give love baby look look put beautiful self ddaddalatddara baby look look put beautiful self ddaddalatddara um ha um ha um ha um yes nude yes nude draw luxury nude think bout nude cause view rude think outside box speak beautiful self beautiful self born nude got dirty mind rude nude
57,2,TOMBOY,(G)-IDLE,yeah tomboy look handle ya took hook feel like coke like brrr look toe ex name tattoo min yu got drink like even cranky boy frown face want blond barbie doll doll idle til people say crazy loss ya curse brutally lose ya yeah stuff like love make single scratch body rather put perfume smells rotten ye f tomboy umm ah umm ye tomboy umm ah attitude ye tomboy sy wan na play ping pong would rather film tiktok mom raised prince queendom right like dancing love friends sometimes swear without cigarettes like eh drinking whiskey change hell say pretending crazy loss ya swear brutally lost ya yeah stuff like love make drop single tear drop rather smile pointless words ye f tomboy umm ah umm ye tomboy umm ah attitude ye tomboy said get uh get song right get mean tomboy la la la la la la la la la la la la la la la la la la ready yeah la la la la la la la la la la la la la la la la la la three two one neither man woman man woman neither man woman idle neither man woman man woman neither man woman loving tomboy
58,3,MY_BAG,(G)-IDLE,red five diamonds bag wan na see dance beat like mama saw oh god dang okay show bag red five diamonds bag wan na see dance beat like mama saw oh god dang okay show bag uhoh know like voice need say god dang uhoh like since birth interested money eyes bad criminal rude stage fantasy banned everyone except persimmon fruit ate rice taste strong vibe sugar high taste evеryone die rumrumrumrumble ah crumblе yeah voice lose drum lovely bumblebee goes sudden one two never fear aka giant dog oopsie get hurt stroke like value love stop beating water completely different emptyheaded idiots yeah know red five diamonds bag wan na see dance beat like mama saw oh god dang okay show bag red five diamonds bag wan na see dance beat like mama saw oh god dang okay show bag light one fear dumbdumb woo bad guys woofwoof woofwoof yeah yeah bring come come cool lady one character re the one trembling unnie boss baby overflowing jealousy early bothersome even mention skin young princess probably crime overflowing bullet penetrates heart scent like rose beautiful red angry thorns blood yeah gon na read messages read yet leave empty hopes know know know know know know say red five diamonds bag wan na see dance beat like mama saw oh god dang okay show bag red five diamonds bag wan na see dance beat like mama saw oh god dang okay show bag
59,4,LOVE,(G)-IDLE,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fswissfcharset0 arialmt colortbl red255green255blue255 red20green20blue20 expandedcolortbl cssrgbc10196c10196c10196 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720partightenfactor0 f0fs30 exboyfriend keep spying instagram hope get back know life perfect right world tour magazines radio even commercial dont think even minute spareahah much owe love forgot im amazing feel crazy found wonderful life feel like im love ah wan na married crazy fact wanted wonderful love thats crazy lies thanks breaking love love love love love love love love love love love love love love love love love love love im lucky lost love love love love love love love love love love love love love love love love love love love thanks breaking love back days used cry night lived dream tried make regret mmmmmm sure heard yeah tomboy nxde even see m impressedahah even run girl took away anyway im amazing feel crazy found wonderful life feel like im love ah wan na married crazy fact wanted wonderful love s crazy lies thanks breaking love love love love love love love love love love love love love love love love love love love i92m lucky lost love love love love love love love love love love love love love love love love love love love thanks breaking love im lucky found love love love youll never make cry like day think also wonderful loverahah thank helping find real love love guess thats shes love love love love love love love love love love love love love love love love love love love im lucky found love love love love love love love love love love love love love love love love love love love thanks love
60,5,Change,(G)-IDLE,wan na live life like yesterday never feeling dooown never feeling doooown woke another new day something changed nt feel alone hearing voices head thought feels like nobody cares nobody caares yeah tiffany dress get white van uh walk red carpet flash burst brightly yeah interest whole world countless fans huh yes received much love life dreaming life dreams disappeared big thing gain to happy wonder tonight love fame seems enough truth beautiful tears pain things never shown one knows one knows one knows think m okay think m okay ayy wan na live life like yesterday never feeling dooown never feeling doooown clouds stay every day never coming dooown never coming doooown life ups downs realized nothing lasts forever yeah one day fall would smile say ve lying awake days ca nt get away everyone chaanges every time smile nt pretend ask every night realize things wo nt wo nt saame love fame seems enough truth beautiful tears pain things ve never shown one knows one knows one knows m okay okay ayy wan na live life like yesterday never feeling dooown never feeling doooown clouds stay every day never coming dooown never coming doooown life ups downs alright nothing lasts forever yeah one day fall ca nt deny know leave wan na live life like yesterday never feeling dooown never feeling doooown clouds stay every day never coming dooown never coming doooown
61,7,LATATA,(G)-IDLE,like long night long time darkness theres red light eyes go left right walking light starting point coming near whats scared oh much deeper get addicting scents get mixed together burn even tomorrow love ya singing fall deeper lata love ya dancing trap inside lata love ya latata latata latata latata latata latata ill never forget lata love ya love ya day every night latata love ya day every night latata lazy come baby short still basic deeper swallow get drunk tomorrow doesnt matter flashy dance latata gon na burn hard everyones jealous lets burn night muah muah oh much naughtier gon na get night turns morning well get even crazier burn even tomorrow love ya singing fall deeper lata love ya dancing trap inside lata love ya latata latata latata latata latata latata ill never forget lata love ya love ya day every night latata love ya day every night latata like long night long time darkness theres red light eyes go left right walking light starting point coming near scared love ya day every night latata love ya day every night latata refhttpscolorcodedlyricscom201805gdlelatataref
63,9,HWAA,(G)-IDLE,dead winter time completely frozen seems left cruel wind darkness deepens shall break endless season promise erase scars solely burnt days love shall ignite fire tears dwelling inside wont live longer shall make fire bigger fire win back spring ive lost cold wind heart covered white snow please melt completely morning comes fire hwaa fire burn hwaa fire bloom flower hwaa fire burn hwaa fire bloom flower shall never let trace leave mark shall burn resentment left undone shall take away lonesome cold step withered flower path untangle han shall feel spring memories turn ashes shall bloom beautiful bright flower shall make fire bigger fire win back spring ive lost cold wind heart covered white snow please melt completely morning comes fire hwaa fire burn hwaa fire bloom flower hwaa fire burn hwaa fire bloom flower holding regrets broken fate fire heartbreaking times flower flower fire bloom flower
64,10,LION,(G)-IDLE,im lion im queen one yes ooh nothing confine even pain red sun blue flower burning im play hard get claw revealed wounds burning footsteps lingering beside crown cover eyes feel music destroy boring rhythm devote lions dance look eyes feel threatened music trapped burning hot rhythm devote lions dance bwa bwa bwa bwa bwa bwa bwa bwa looks like lion im queen like lion bwa bwa bwa bwa bwa bwa bwa bwa looks like lion im queen like lion eh oh tough roar makes come back vast wilderness spread large firm seeds mighty roar makes come back deep dark ocean rough melody pieces ears seek cant lion holding fort may turn violent turn cheers everyone look young lion takes crown cover eyes feel music destroy boring rhythm devote lions dance look eyes feel threatened music trapped burning hot rhythm devote lions dance bwa bwa bwa bwa bwa bwa bwa bwa looks like lion im queen like lion bwa bwa bwa bwa bwa bwa bwa bwa looks like lion im queen like lion eh oh bite useless courtesy tear suffocating prejudice would dare stop would dare control careful sharp claws create new path one attempted condescending people click tongues applause recieve breaking prejudice thrilling ive taste cant deny im queen bwa bwa bwa bwa bwa bwa bwa bwa looks like lion im queen like lion bwa bwa bwa bwa bwa bwa bwa bwa looks like lion im queen like lion eh oh im lion im queen one yes ooh nothing tame
65,11,HANN_(Alone),(G)-IDLE,remember remember remember said said started talking would give anything give remember remember remember said said changed took special pills cast blue blurred vision true regret yesterday boo boo boo lonely life like swallowed water got cold want ruined hold yesterday boo boo boo lonely life good bye look cold eyes see turn know stand vacantly see know help laughing know anymore forget woo woo woo go away even look back erase woo woo woo go away even look back remember remember remember said said say anything let go let remember remember remember said said changed took special pills everything changed like common love obvious like hungry lion wanted desperately touch word lie would worst one mom says always right love turned black burned black erased memory today look cold eyes see turn know stand vacantly see know help laughing know anymore forget woo woo woo go away even look back erase woo woo woo go away even look back erase trace bruised heart heart reflected familiar eyes surprised cold even come back place done know forget woo woo woo go away even look back erase woo woo woo go away even look back 2
66,12,Uh-Oh,(G)-IDLE,theres someone trying close ya im talking uhoh know uhoh well forgot ridiculous im little taken back uhoh stop going around acting like friends dont touch stay away want youre like dont know uhuhoh fall youre caring generous saying angelic hellos sweetly sugarcoated words rude stop acting nice go away dont come act fake around trying talk batlike followers liars say knew id succeed cant believe stop acting like friends go away dont expect act fake mess see didnt know would swan inside duckling blow candles cake put crown head told gem place hurry invest youve looking shines missed light place uh uh uh uh uh youre good youre even worse ok thats enough go away dont touch stay away want youre like dont know uhuhoh fall youre caring generous saying angelic hellos sweetly sugarcoated words rude stop acting nice go away dont come act fake around trying talk batlike followers liars say knew id succeed cant believe stop acting like friends go away dont expect act fake unbelievable uhoh untouchable uhoh like somethings gone wrong got dont mess umm im finished ok lets go one knew masterpiece masterpiece melody oh melody would repeat lips perfect z oh z love fans yeah love yeah love
